set,cardNumber,name,category,bucket,capabilities,unmappedOps,reasons,effectText
PRB02,PRB02-018,Portgas.D.Ace,character,expressible,trashFromHand+playFromHand,,,"[On Play] If you have a face-up Life card, play up to 1 [Sabo], [Portgas.D.Ace], or [Monkey.D.Luffy] with a cost of 2 from your hand or trash."
ST09,ST09-010,Portgas.D.Ace,character,defer,trashFromHand+moveCards,,replacement-effect,"[Once Per Turn] If this Character would be K.O.'d, you may trash 1 card from the top or bottom of your Life cards instead."
ST10,ST10-002,Monkey.D.Luffy,leader,expressible,addDonFromDeck,,,"[Activate: Main] [Once Per Turn] If you have 0 DON!! cards on your field or 8 or more DON!! cards on your field, add up to 1 DON!! card from your DON!! deck and set it as active."
ST10,ST10-006,Monkey.D.Luffy,character,expressible,addKeyword+ko,,,"[Rush] (This card can attack on the turn in which it is played.)[Once Per Turn] When your opponent activates a [Blocker], K.O. up to 1 of your opponent's Characters with 8000 power or less."
ST10,ST10-007,Killer,character,expressible,ko,,,"[Your Turn] [Once Per Turn] When a DON!! card on your field is returned to your DON!! deck, K.O. up to 1 of your opponent's rested Characters with a cost of 3 or less."
ST10,ST10-011,Heat,character,expressible,addPower,,,"[Your Turn] [Once Per Turn] When a DON!! card on your field is returned to your DON!! deck, this Character gains +2000 power until the start of your next turn."
ST10,ST10-014,Wire,character,expressible,addKeyword+draw+trashFromHand,,,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[Once Per Turn] When a DON!! card on your field is returned to your DON!! deck, draw 1 card and trash 1 card from your hand."
ST11,ST11-003,Backlight,event,expressible,ko+rest,,,"[Main] If your Leader is [Uta], choose one:• Rest up to 1 of your opponent's Characters with a cost of 5 or less.• K.O. up to 1 of your opponent's rested Characters with a cost of 5 or less."
ST12,ST12-006,Yosaku & Johnny,character,expressible,ko+rest,,,[DON!! x1] [When Attacking] Choose one:• Rest up to 1 of your opponent's Characters with a cost of 2 or less.• K.O. up to 1 of your opponent's rested Characters with a cost of 2 or less.
ST13,ST13-001,Sabo,leader,expressible,addPower+moveCards,,,[DON!! x1] [Activate: Main] [Once Per Turn] You may add 1 of your Characters with a cost of 3 or more and 7000 power or more to the top of your Life cards face-up: Up to 1 of your Characters gains +2000 power until the start of your next turn.
ST13,ST13-002,Portgas.D.Ace,leader,needsPrimitive,searchTopDeck+moveCards+trashFromHand,unrecognized,,"[DON!! x2] [Activate: Main] [Once Per Turn] Look at 5 cards from the top of your deck and add up to 1 Character card with a cost of 5 to the top of your Life cards face-up. Then, place the rest at the bottom of your deck in any order.[End of Your Turn] Trash all your face-up Life cards."
ST13,ST13-003,Monkey.D.Luffy,leader,defer,trashFromHand+moveCards,unrecognized,replacement-effect,"Your face-up Life cards are placed at the bottom of your deck instead of being added to your hand, according to the rules.[DON!! x2] [Activate: Main] [Once Per Turn] You may trash 1 card from your hand: If you have 0 Life cards, add up to 2 Character cards with a cost of 5 from your hand or trash to the top of your Life cards face-up."
ST13,ST13-004,Edward.Newgate,character,needsPrimitive,moveCards,unrecognized,,"[On Play] Add 1 card from the top of your deck to the top of your Life cards. Then, look at all your Life cards; place 1 card at the top of your deck and place the rest back in your Life area in any order."
ST13,ST13-005,Emporio.Ivankov,character,expressible,addKeyword+trashFromHand+moveCards,,,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] You may trash 1 card from the top or bottom of your Life cards: Reveal up to 1 Character card with a cost of 5 from your hand and add it to the top of your Life cards face-down."
ST13,ST13-007,Sabo,character,needsPrimitive,trashFromHand+moveCards+addPower,unrecognized,,"[Activate: Main] You may trash this Character: Reveal 1 card from the top of your Life cards. If that card is a [Sabo] with a cost of 5, you may play that card. If you do, up to 1 of your Leader gains +2000 power until the end of your opponent's next turn."
ST13,ST13-009,Shanks,character,expressible,trashFromHand+moveCards,,,"[On Play] You may turn 1 of your face-up Life cards face-down: If your opponent has 7 or more cards in their hand, trash up to 1 card from the top of your opponent's Life cards."
ST13,ST13-010,Portgas.D.Ace,character,needsPrimitive,trashFromHand+moveCards+addPower,unrecognized,,"[Activate: Main] You may trash this Character: Reveal 1 card from the top of your Life cards. If that card is a [Portgas.D.Ace] with a cost of 5, you may play that card. If you do, up to 1 of your Leader gains +2000 power until the end of your opponent's next turn."
ST13,ST13-012,Makino,character,needsPrimitive,,unrecognized,,[On Play] You may add 1 card from the top or bottom of your Life cards to your hand: Look at all of your Life cards and place them back in your Life area in any order.
ST13,ST13-014,Monkey.D.Luffy,character,needsPrimitive,trashFromHand+moveCards+addPower,unrecognized,,"[Activate: Main] You may trash this Character: Reveal 1 card from the top of your Life cards. If that card is a [Monkey.D.Luffy] with a cost of 5, you may play that card. If you do, up to 1 of your Leader gains +2000 power until the end of your opponent's next turn."
ST13,ST13-016,Yamato,character,needsPrimitive,addKeyword,unrecognized,,[Rush] (This card can attack on the turn in which it is played.)[On Play] Look at all your Life cards; place 1 at the top of your deck and place the rest back in your Life area in any order.
ST14,ST14-001,Monkey.D.Luffy,leader,expressible,addCost+addPower,,,"[DON!! x1] All of your Characters gain +1 cost. If you have a Character with a cost of 8 or more, this Leader gains +1000 power."
ST15,ST15-001,Atmos,character,needsPrimitive,,unrecognized,,"[When Attacking] If your Leader is [Edward.Newgate], you cannot add Life cards to your hand using your own effects during this turn."
ST15,ST15-003,Kingdew,character,defer,addKeyword+addPower,,custom-trigger,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[Opponent's Turn] When this Character is K.O.'d by an effect, up to 1 of your Leader gains +2000 power during this turn."
ST16,ST16-001,Uta,character,expressible,addKeyword+trashFromHand+giveDon,,,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[Activate: Main] [Once Per Turn] You may trash 1 {FILM} type card from your hand: Give up to 1 rested DON!! card to your Leader or 1 of your Characters."
ST16,ST16-002,Gordon,character,expressible,addKeyword+trashFromHand+addPower,,,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Your Opponent's Attack] You may trash any number of {Music} type cards from your hand. Your Leader or 1 of your Characters gains +1000 power during this battle for every card trashed."
ST16,ST16-003,Charlotte Katakuri,character,expressible,addPower,,,"If your Leader has the {FILM} type and you have 6 or more rested cards, this Character gains +2000 power."
ST16,ST16-005,Monkey.D.Luffy,character,expressible,addPower,,,"If you have a rested [Uta], this Character gains +1000 power."
ST17,ST17-001,Crocodile,character,needsPrimitive,draw,unrecognized,,"[On Play] Reveal 1 card from the top of your deck. If that card is a {The Seven Warlords of the Sea} type card, draw 2 cards and place 1 card from your hand at the top of your deck."
ST17,ST17-005,Marshall.D.Teach,character,expressible,giveDon,,,[Activate: Main] [Once Per Turn] You may place 1 card from your hand at the top of your deck: Give up to 2 rested DON!! cards to your Leader or 1 of your Characters.
ST20,ST20-001,Charlotte Katakuri,character,expressible,addKeyword+giveDon,,,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[Activate: Main] [Once Per Turn] You may turn 1 card from the top of your Life cards face-up: Give up to 1 rested DON!! card to your Leader or 1 of your Characters."
ST20,ST20-005,Charlotte Linlin,character,expressible,trashFromHand+moveCards,,,[On Play] You may trash 1 card from your hand: Your opponent chooses one:• Your opponent trashes 2 cards from their hand.• Trash 1 card from the top of your opponent's Life cards.
ST21,ST21-003,Sanji,character,needsPrimitive,,unrecognized,negate-effect,"[On Play] Select up to 1 of your {Straw Hat Crew} type Characters with 6000 power or more. If the selected Character attacks during this turn, your opponent cannot activate [Blocker]."
ST21,ST21-011,Franky,character,expressible,addPower,,,[DON!! x2] [Opponent's Turn] All of your {Straw Hat Crew} type Characters with 4000 base power or less gain +1000 power.
ST22,ST22-001,Ace & Newgate,leader,expressible,draw,,,"[Activate: Main] [Once Per Turn] You may reveal 1 card with a type including ""Whitebeard Pirates"" from your hand: Draw 1 card and place the revealed card at the top of your deck."
ST22,ST22-005,Kouzuki Oden,character,defer,trashFromHand+rest+moveCards,,replacement-effect,"If this Character would be removed from the field by your opponent's effect, you may trash 2 cards from your hand instead.[Activate: Main] [Once Per Turn] You may rest 3 of your DON!! cards and return 1 of your Characters other than this Character to the owner's hand: Set this Character as active."
ST22,ST22-015,I Am Whitebeard!!,event,needsPrimitive,playFromHand+addPower,unrecognized,,"[Main] If your Leader's type includes ""Whitebeard Pirates"", play up to 1 [Edward.Newgate] from your hand. Then, you may add 1 card from the top or bottom of your Life cards to your hand. If you do, up to 1 of your Leader gains +2000 power until the end of your opponent's next turn."
ST23,ST23-001,Uta,character,expressible,addCost,,,"If you have a Character with 10000 power or more, give this card in your hand −4 cost.[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)"
ST23,ST23-002,Shanks,character,expressible,addCost+addPower,,,"If your opponent has a Character with 8000 base power or more, give this card in your hand −3 cost.[On Play] If your Leader has the {Red-Haired Pirates} type or is [Uta], your Leader gains +2000 power until the end of your opponent's next End Phase."
ST24,ST24-001,"Capone""Gang""Bege",character,expressible,addKeyword+draw+trashFromHand,,,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] If you have 6 or more rested cards, draw 1 card and trash 1 card from your hand."
ST24,ST24-004,Law & Bepo,character,expressible,rest+addPower,,,"[On Play] Rest up to 1 of your opponent's Characters and that Character will not become active in your opponent's next Refresh Phase. Then, if your opponent has 2 or more rested Characters, your Leader gains +2000 power until the end of your opponent's next End Phase."
ST24,ST24-005,X.Drake,character,needsPrimitive,rest,unrecognized,,"[On Play] If your Leader has the {Supernovas} type, rest up to 1 of your opponent's Characters with a cost of 5 or less. Then, set up to 1 of your DON!! cards as active at the end of this turn."
ST25,ST25-004,Buggy,character,expressible,trashFromHand+playFromHand,,,"[Activate: Main] You may trash 1 card from your hand and trash this Character: If your Leader is [Buggy], play up to 1 {Cross Guild} type Character card with a cost of 6 or less from your hand."
