set,cardNumber,name,category,status,compiledAbilities,effectAbilities,triggers,parserReview,effectText
ST06,ST06-017,Navy HQ,stage,unimplemented,0,2,,yes,"[On Play] Give up to 1 of your opponent's Characters −1 cost during this turn. [Activate: Main] You may rest this Stage: If your Leader has the {Navy} type, give up to 1 of your opponent's Characters −1 cost during this turn."
ST07,ST07-001,Charlotte Linlin,leader,unimplemented,0,1,,yes,"[DON!! x2] [When Attacking] You may add 1 card from the top or bottom of your Life cards to your hand: If you have 2 or less Life cards, add up to 1 card from your hand to the top of your Life cards."
ST07,ST07-002,Charlotte Anana,character,unimplemented,0,1,,yes,Big Mom Pirates
ST07,ST07-003,Charlotte Katakuri,character,unimplemented,0,1,,yes,"[On Play] Look at up to 1 card from the top of your or your opponent's Life cards, and place it at the top or bottom of the Life cards. Then, if you have less Life cards than your opponent, this Character gains [Rush] during this turn.(This card can attack on the turn in which it is played.)"
ST07,ST07-004,Charlotte Snack,character,unimplemented,0,1,,,"[DON!! x1] [When Attacking] You may add 1 card from the top or bottom of your Life cards to your hand: This Character gains [Banish] and +1000 power during this battle.(When this card deals damage, the target card is trashed without activating its Trigger.)"
ST07,ST07-005,Charlotte Daifuku,character,unimplemented,0,1,,yes,[DON!! x1] [When Attacking] You may add 1 card from the top or bottom of your Life cards to your hand: Add up to 1 card from the top of your deck to the top of your Life cards.
ST07,ST07-006,Charlotte Flampe,character,unimplemented,0,1,,yes,Big Mom Pirates
ST07,ST07-007,Charlotte Brulee,character,unimplemented,0,1,,yes,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [Trigger] Play this card."
ST07,ST07-008,Charlotte Pudding,character,unimplemented,0,1,,yes,"[On Play] Look at up to 1 card from the top of your or your opponent's Life cards, and place it at the top or bottom of the Life cards."
ST07,ST07-009,Charlotte Mont-d'or,character,unimplemented,0,2,,yes,[Activate: Main] You may rest this Character and add 1 card from the top or bottom of your Life cards to your hand: K.O. up to 1 of your opponent's Characters with a cost of 3 or less. [Trigger] You may trash 1 card from your hand: Play this card.
ST07,ST07-010,Charlotte Linlin,character,unimplemented,0,1,,yes,[On Play] Your opponent chooses one:- Trash 1 card from the top of your opponent's Life cards.- Add 1 card from the top of your deck to the top of your Life cards.
ST07,ST07-011,Zeus,character,unimplemented,0,2,,yes,"[Activate: Main] You may rest this Character: Up to 1 of your [Charlotte Linlin] cards gains [Banish] during this turn.(When this card deals damage, the target card is trashed without activating its Trigger.) [Trigger] Play this card."
ST07,ST07-013,Prometheus,character,unimplemented,0,2,,yes,[Activate: Main] You may rest this Character: Up to 1 of your [Charlotte Linlin] cards gains [Double Attack] during this turn.(This card deals 2 damage.) [Trigger] Play this card.
ST07,ST07-015,Soul Pocus,event,unimplemented,0,3,,yes,[Main] Your opponent chooses one:- Trash 1 card from the top of your opponent's Life cards.- Add 1 card from the top of your deck to the top of your Life cards. [Trigger] Activate this card's [Main] effect.
ST07,ST07-016,Power Mochi,event,partial,1,2,trigger,yes,"[Counter] Look at up to 1 card from the top of your or your opponent's Life cards, and place it at the top or bottom of the Life cards. Then, up to 1 of your Leader or Character cards gains +2000 power during this battle. [Trigger] Draw 1 card, look at up to 1 card from the top of your or your opponent's Life cards, and place it at the top or bottom of the Life cards."
ST07,ST07-017,Queen Mama Chanter,stage,unimplemented,0,2,,yes,[Activate: Main] You may rest this Stage and add 1 card from the top or bottom of your Life cards to your hand: Add up to 1 of your Characters with a cost of 3 to the top of the owner's Life cards face-up. [Trigger] Play this card.
ST08,ST08-001,Monkey.D.Luffy,leader,unimplemented,0,1,,yes,"[Your Turn] When a Character is K.O.'d, give up to 1 rested DON!! card to this Leader."
ST08,ST08-002,Uta,character,unimplemented,0,2,,yes,This Character cannot be K.O.'d in battle by Leaders.[Activate: Main] You may rest this Character: Give up to 1 of your opponent's Characters −2 cost during this turn.
ST08,ST08-003,Gaimon,character,unimplemented,0,1,,yes,East Blue
ST08,ST08-004,Koby,character,complete,1,1,activateMain,yes,[Activate: Main] You may rest this Character: K.O. up to 1 of your opponent's Characters with a cost of 2 or less.
ST08,ST08-005,Shanks,character,unimplemented,0,1,,yes,[On Play] You may trash 1 card from your hand: K.O. all Characters with a cost of 1 or less.
ST08,ST08-006,Shirahoshi,character,unimplemented,0,1,,,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] Give up to 1 of your opponent's Characters −4 cost during this turn."
ST08,ST08-007,Nefeltari Vivi,character,unimplemented,0,1,,yes,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [Trigger] Play this card."
ST08,ST08-008,Higuma,character,unimplemented,0,1,,,[On Play] Give up to 1 of your opponent's Characters −2 cost during this turn.
ST08,ST08-009,Makino,character,unimplemented,0,1,,yes,"[On Play] If there is a Character with a cost of 0, draw 1 card."
ST08,ST08-010,Monkey.D.Garp,character,unimplemented,0,1,,yes,Navy
ST08,ST08-011,Monkey.D.Luffy,character,unimplemented,0,1,,yes,Straw Hat Crew
ST08,ST08-012,Laboon,character,unimplemented,0,1,,yes,Animal
ST08,ST08-013,Mr.2.Bon.Kurei(Bentham),character,unimplemented,0,1,,yes,"[DON!! x1] At the end of a battle in which this Character battles your opponent's Character, you may K.O. the opponent’s Character you battled with. If you do, K.O. this Character."
ST08,ST08-014,Gum-Gum Bell,event,unimplemented,0,2,,yes,[Main] You may add 1 card from the top of your Life cards to your hand: Give up to 1 of your opponent's Characters −7 cost during this turn. [Trigger] Add up to 1 black Character card with a cost of 2 or less from your trash to your hand.
ST08,ST08-015,Gum-Gum Pistol,event,complete,2,2,activateMain|trigger,yes,[Main] K.O. up to 1 of your opponent's Characters with a cost of 2 or less. [Trigger] Draw 1 card.
ST09,ST09-001,Yamato,leader,complete,1,1,onEnterPlay,yes,"[DON!! x1] [Opponent's Turn] If you have 2 or less Life cards, this Leader gains +1000 power."
ST09,ST09-002,Uzuki Tempura,character,unimplemented,0,1,,yes,[Trigger] Rest up to 1 of your opponent's Characters with a cost of 2 or less and add this card to your hand.
ST09,ST09-003,Ulti,character,unimplemented,0,1,,yes,Animal Kingdom Pirates
ST09,ST09-004,Kaido,character,unimplemented,0,1,,yes,"[DON!! x1] If you have 2 or less Life cards, this Character cannot be K.O.'d in battle."
ST09,ST09-005,Kouzuki Oden,character,unimplemented,0,1,,yes,[DON!! x1] This Character gains [Double Attack].(This card deals 2 damage.)[On K.O.] You may trash 2 cards from your hand: Add up to 1 card from the top of your deck to the top of your Life cards.
ST09,ST09-006,Kouzuki Momonosuke,character,unimplemented,0,1,,yes,Land of Wano/Kouzuki Clan
ST09,ST09-007,Shinobu,character,unimplemented,0,1,,,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Block] You may add 1 card from the top or bottom of your Life cards to your hand: This Character gains +4000 power during this battle."
ST09,ST09-008,Shimotsuki Ushimaru,character,unimplemented,0,1,,yes,[DON!! x1] [When Attacking] You may add 1 card from the top or bottom of your Life cards to your hand: Play up to 1 yellow {Land of Wano} type Character card with a cost of 4 or less from your hand.
ST09,ST09-009,Fugetsu Omusubi,character,unimplemented,0,1,,yes,[Trigger] K.O. up to 1 of your opponent's Characters with a cost of 1 or less and add this card to your hand.
ST09,ST09-010,Portgas.D.Ace,character,unimplemented,0,1,,yes,"[Once Per Turn] If this Character would be K.O.'d, you may trash 1 card from the top or bottom of your Life cards instead."
ST09,ST09-011,Monkey.D.Luffy,character,unimplemented,0,1,,yes,Land of Wano/Straw Hat Crew
ST09,ST09-012,Yamato,character,complete,1,1,whenAttacking,,[When Attacking] You may add 1 card from the top or bottom of your Life cards to your hand: This Character gains +2000 power until the start of your next turn.
ST09,ST09-013,Yamato,character,unimplemented,0,1,,yes,Land of Wano
ST09,ST09-014,Narikabura Arrow,event,partial,1,2,counter,yes,"[Counter] If you have 2 or less Life cards, give up to 1 of your opponent's Leader or Character cards −3000 power during this turn. [Trigger] You may trash 2 cards from your hand: Add up to 1 card from the top of your deck to the top of your Life cards."
ST09,ST09-015,Thunder Bagua,event,partial,1,2,trigger,yes,"[Counter] Up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, if you have 2 or less Life cards, add up to 1 of your opponent's Characters with a cost of 3 or less to the top or bottom of the owner's Life cards face-up. [Trigger] Draw 1 card."
ST10,ST10-001,Trafalgar Law,leader,complete,1,1,activateMain,yes,"[Activate: Main] [Once Per Turn] DON!! −3 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Place up to 1 of your opponent's Characters with 3000 power or less at the bottom of the owner's deck, and play up to 1 Character card with a cost of 4 or less from your hand."
ST10,ST10-002,Monkey.D.Luffy,leader,unimplemented,0,1,,yes,"[Activate: Main] [Once Per Turn] If you have 0 DON!! cards on your field or 8 or more DON!! cards on your field, add up to 1 DON!! card from your DON!! deck and set it as active."
ST10,ST10-003,"Eustass""Captain""Kid",leader,complete,2,2,onEnterPlay|whenAttacking,yes,"[Your Turn] If you have 4 or more Life cards, give this Leader −1000 power.[When Attacking] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): This Leader gains +2000 power during this turn."
ST10,ST10-004,Sanji,character,keyword,0,0,,yes,"[On Play] If your opponent has a Character with 5000 or more power, this Character gains [Rush] during this turn.(This card can attack on the turn in which it is played.)"
ST10,ST10-005,Jinbe,character,complete,1,1,whenAttacking,,[DON!! x1] [When Attacking] Give up to 1 of your opponent's Characters −2000 power during this turn.
ST10,ST10-006,Monkey.D.Luffy,character,unimplemented,0,1,,yes,"[Rush] (This card can attack on the turn in which it is played.)[Once Per Turn] When your opponent activates a [Blocker], K.O. up to 1 of your opponent's Characters with 8000 power or less."
ST10,ST10-007,Killer,character,unimplemented,0,1,,yes,"[Your Turn] [Once Per Turn] When a DON!! card on your field is returned to your DON!! deck, K.O. up to 1 of your opponent's rested Characters with a cost of 3 or less."
ST10,ST10-008,Shachi & Penguin,character,unimplemented,0,1,,yes,"[On Play] If you have 3 or less DON!! cards on your field, add up to 2 DON!! cards from your DON!! deck and rest them."
ST10,ST10-009,Jean Bart,character,complete,1,1,onPlay,yes,[On Play] ➀ (You may rest the specified number of DON!! cards in your cost area.): Add up to 1 DON!! card from your DON!! deck and set it as active.
ST10,ST10-010,Trafalgar Law,character,unimplemented,0,1,,yes,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): If your opponent has 7 or more cards in their hand, trash 2 cards from your opponent's hand."
ST10,ST10-011,Heat,character,complete,1,1,onEnterPlay,,"[Your Turn] [Once Per Turn] When a DON!! card on your field is returned to your DON!! deck, this Character gains +2000 power until the start of your next turn."
ST10,ST10-012,Bepo,character,unimplemented,0,2,,yes,"[On Play]/[When Attacking] If your opponent has more DON!! cards on their field than you, add up to 1 DON!! card from your DON!! deck and rest it."
ST10,ST10-013,"Eustass""Captain""Kid",character,unimplemented,0,2,,yes,[On Play]/[When Attacking] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Up to 1 of your Leader gains +1000 power until the start of your next turn.
ST10,ST10-014,Wire,character,unimplemented,0,1,,yes,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[Once Per Turn] When a DON!! card on your field is returned to your DON!! deck, draw 1 card and trash 1 card from your hand."
ST10,ST10-015,Gum-Gum Giant Sumo Slap,event,unimplemented,0,1,,yes,"[Counter] Up to 1 of your Leader or Character cards gains +2000 power during this battle, and K.O. up to 1 of your opponent's Characters with 2000 power or less."
ST10,ST10-016,Gum-Gum Kong Gatling,event,partial,1,2,activateMain,yes,[Main] K.O. up to 1 of your opponent's Characters with 7000 power or less. [Trigger] Up to 1 of your Leader gains +1000 power until the end of your next turn.
