set,cardNumber,name,category,timings,detectedOps,optional,conditional,parserReview,effectText
OP16,OP16-109,Doc Q,character,onKO|custom,draw+ko,,yes,yes,"[On K.O.] If your Leader has the {Blackbeard Pirates} type, draw 1 card and K.O. up to 2 of your opponent's Characters with a cost of 1 or less. [Trigger] Activate this card's [On K.O.] effect."
OP16,OP16-110,Vasco Shot,character,onKO|custom,draw+rest,,,yes,[On K.O.] Draw 1 card and rest up to 1 of your opponent's Characters with a cost of 6 or less. [Trigger] Activate this card's [On K.O.] effect.
OP16,OP16-111,Boa Sandersonia,character,custom,playCard,,yes,yes,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [Trigger] If you have 2 or less Life cards, play this card."
OP16,OP16-113,Boa Marigold,character,custom,playCard,,yes,yes,"If you have 2 or less Life cards, this Character gains [Blocker]. [Trigger] If your Leader has the {Kuja Pirates} type, play this card."
OP16,OP16-114,Laffitte,character,onKO|custom,ko,,,yes,[On K.O.] K.O. up to 1 of your opponent's Characters with a cost of 4 or less. [Trigger] Activate this card's [On K.O.] effect.
OP16,OP16-115,Black Vortex,event,activateMain|custom,trash,,,yes,"[Main] If your Leader has the {Blackbeard Pirates} type, add up to 1 card with a [Trigger] other than [Black Vortex] from your trash to your hand. [Trigger] Negate the effect of up to 1 of your opponent's Leader or Character cards during this turn."
OP16,OP16-116,Zehahahahaha!,event,activateMain|custom,playCard+draw+trash,,yes,yes,"[Main] If you have 10 DON!! cards on your field, play up to 1 [Marshall.D.Teach] from your hand. Then, add up to 1 card from the top of your opponent's Life cards to the owner's hand. [Trigger] Draw 2 cards and trash 1 card from your hand."
OP16,OP16-117,Black Hole,event,activateMain|custom,trash,yes,,yes,[Main] You may trash 1 card with a [Trigger] from your hand: Negate the effects of up to 1 of your opponent's Characters with a cost of 8 or less during this turn. [Trigger] Add up to 1 {Blackbeard Pirates} type card from your trash to your hand.
OP16,OP16-118,Portgas.D.Ace,character,custom|onPlay|onKO,lookTopDeck,,,yes,"The counter of all of your Character cards with 8000 power in your hand becomes +2000.[On Play]/[On K.O.] Look at 5 cards from the top of your deck; reveal up to 1 [Monkey.D.Luffy] or up to 1 card with a type including ""Whitebeard Pirates"" and add it to your hand. Then, place the rest at the bottom of your deck in any order."
OP16,OP16-119,Marshall.D.Teach,character,onPlay|custom,lookTopDeck+lifeChange+ko,,,yes,"[On Play] Look at 3 cards from the top of your deck; add up to 1 card to the top of your Life cards. Then, place the rest at the bottom of your deck in any order. [Trigger] Negate the effect of up to 1 of your opponent's Characters during this turn. Then, K.O. up to 1 of your opponent's Characters with a cost of 5 or less."
P,P-014,Koby,character,custom,playCard,,,yes,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [Trigger] Play this card."
P,P-029,Bartolomeo,character,endOfYourTurn,rest,yes,,yes,[End of Your Turn] You may rest this Character: Set up to 1 of your {FILM} type Characters other than [Bartolomeo] as active.
P,P-030,Jinbe,character,onKO,(none),,,yes,[On K.O.] Place up to 1 Character with a cost of 3 or less at the bottom of the owner's deck.
P,P-044,Sabo,character,custom,modifyPower,,yes,yes,"[DON!! x1] If you have 4 or less cards in your hand, this Character gains +2000 power."
P,P-053,Nami,character,onPlay,returnToHand,,yes,yes,"[On Play] If you have 3 or less cards in your hand, return up to 1 of your opponent's Characters with a cost of 3 or less to the owner's hand."
P,P-055,Monkey.D.Luffy,character,onPlay,trash,yes,,yes,[On Play] You may trash 2 cards from your hand: Your opponent places 1 of their Characters at the bottom of the owner's deck.
P,P-057,Fleeting Lullaby,event,activateMain|custom,(none),,,yes,"[Main] If your Leader is [Uta], up to 2 of your opponent's rested Characters with a cost of 4 or less will not become active in your opponent's next Refresh Phase. [Trigger] Activate this card's [Main] effect."
P,P-058,Where the Wind Blows,event,activateMain|custom,(none),,,yes,"[Main] If your Leader is [Uta], set all of your {FILM} type Characters as active at the end of this turn. [Trigger] Set all of your {FILM} type Characters as active."
P,P-059,The World's Continuation,event,counter,returnToHand+modifyPower,yes,yes,yes,"[Counter] If your Leader is [Uta], you may return any number of Characters on your field to the owner's hand. Up to 1 of your Leader or Character cards gains +2000 power during this battle for every returned Character."
P,P-060,Tot Musica,event,activateMain,rest,yes,,yes,[Main] You may rest 1 of your [Uta] cards: Rest up to 2 of your opponent's DON!! cards.
P,P-068,Sanji,character,activateMain,trash+lookTopDeck,yes,,yes,[Activate: Main] You may trash this Character: Look at 5 cards from the top of your deck and place them at the top or bottom of the deck in any order.
P,P-073,Sabo,character,activateMain,modifyPower,yes,,,[Activate: Main] [Once Per Turn] You may add 1 card from the top or bottom of your Life cards to your hand: This Character gains +1000 power during this turn.
P,P-074,Portgas.D.Ace,character,activateMain,returnToHand+lookTopDeck,yes,,yes,[Activate: Main] You may return this Character to the owner's hand: Look at 5 cards from the top of your deck and place them at the top or bottom of the deck in any order.
P,P-075,Monkey.D.Luffy,character,onPlay|whenAttacking,giveDon+draw+trash,,yes,yes,"[On Play] Give up to 1 rested DON!! card to your Leader or 1 of your Characters.[When Attacking] If you have a Character with a cost of 8 or more on your field, draw 1 card and trash 1 card from your hand."
P,P-078,Adio,character,custom,modifyPower,,yes,yes,"If you have 2 or more rested {ODYSSEY} type Characters, this Character gains +1000 power."
P,P-079,Lim,character,endOfYourTurn,(none),,,yes,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[End of Your Turn] If you have 2 or more rested {ODYSSEY} type Characters, set this Character as active."
P,P-081,Dracule Mihawk,character,activateMain,returnToHand+playCard,yes,yes,yes,"[Activate: Main] You may return this Character to the owner's hand: If you have 3 or more blue {Cross Guild} type Characters, play up to 1 {Cross Guild} type Character card with a cost of 5 from your hand."
P,P-082,Crocodile,character,onPlay,(none),,,yes,"[Your Turn] [On Play] If your Leader has the {Cross Guild} type or a type including ""Baroque Works"", place up to 1 of your opponent's Characters with 2000 power or less at the bottom of the owner's deck."
P,P-083,Shanks,character,whenAttacking,modifyPower+trash+draw,yes,,yes,"[DON!! x1] [When Attacking] You may trash 1 Character card from your hand: Give up to 1 of your opponent's Characters −1000 power during this turn. Then, draw 1 card."
P,P-084,Buggy,character,custom|onPlay,playCard,,,yes,"This Character cannot attack.If your Leader is [Buggy], all Characters with a cost of 3 or 4 cannot attack.[On Play] Play up to 1 {Cross Guild} type Character card with a cost of 6 or less from your hand."
P,P-085,Jewelry Bonney,character,onPlay,(none),,,yes,"[On Play] If your Leader has the {Supernovas} type and the number of your Life cards is equal to or less than the number of your opponent's Life cards, add up to 1 of your opponent's Characters with a cost of 4 or less to the top or bottom of the owner's Life cards face-up."
P,P-088,Trafalgar Law,character,custom,playCard,,yes,yes,"[Trigger] If your Leader has the {Supernovas} type and you and your opponent have a total of 5 or less Life cards, play this card."
P,P-105,Sabo,character,custom|onPlay,modifyCost+grantKeyword+giveDon,yes,yes,yes,"If your Leader has the {Revolutionary Army} type, this Character gains [Blocker] and +4 cost.[On Play] You may add 1 card from the top or bottom of your Life cards to your hand: Give up to 1 rested DON!! card to your Leader or 1 of your Characters."
PRB01,PRB01-001,Sanji,leader,activateMain,(none),,,yes,[Activate: Main] [Once Per Turn] Up to 1 of your Characters without an [On Play] effect and with a cost of 8 or less gains [Rush] during this turn. (This card can attack on the turn in which it is played.)
PRB02,PRB02-001,Koby,character,custom|whenAttacking,modifyPower+ko+draw,,yes,yes,"[Opponent's Turn] If your Leader has the {Navy} type, this Character gains +1000 power.[When Attacking] K.O. up to 1 of your opponent's Characters with 3000 base power or less. Then, if you have 6 or less cards in your hand, draw 1 card."
PRB02,PRB02-002,Trafalgar Law,character,custom|whenAttacking,modifyPower,yes,yes,yes,"[Once Per Turn] If this Character would be removed from the field by your opponent's effect, you may give this Character −2000 power during this turn instead.[When Attacking] Give up to 1 of your opponent's Characters −2000 power during this turn."
PRB02,PRB02-003,Lucky.Roux,character,onPlay,draw+trash,yes,,yes,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] You may trash 1 Character card with 6000 power or more from your hand: Draw 2 cards."
PRB02,PRB02-004,Jewelry Bonney,character,onOpponentsAttack,(none),,,yes,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Your Opponent's Attack] [Once Per Turn] Set up to 1 of your DON!! cards as active."
PRB02,PRB02-005,Monkey.D.Luffy,character,onPlay,(none),,,yes,"[Your Turn] [On Play] If your Leader is multicolored and your opponent has 7 or less DON!! cards on their field, your opponent rests 1 of their active DON!! cards at the start of their next Main Phase."
PRB02,PRB02-006,Roronoa Zoro,character,custom,rest,yes,yes,yes,"[Opponent's Turn] If this Character would be rested by your opponent's Character's effect, you may rest 1 of your other Characters instead.[Blocker]"
PRB02,PRB02-007,Jinbe,character,onPlay|whenAttacking,lookTopDeck,,,yes,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {The Seven Warlords of the Sea} type card other than [Jinbe] and add it to your hand. Then, place the rest at the bottom of your deck in any order.[When Attacking] Place up to 1 Character with a cost of 1 or less at the bottom of the owner's deck."
PRB02,PRB02-008,Marco,character,onKO,draw,,,,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On K.O.] Draw 2 cards."
PRB02,PRB02-009,Mr.3(Galdino),character,custom,draw+trash,yes,,yes,This effect can be activated when this Character is rested by your opponent's effect. You may trash this Character and draw 2 cards.[Blocker]
PRB02,PRB02-010,Charlotte Pudding,character,onPlay,draw+playCard,,yes,yes,"[On Play] DON!! −2: If your Leader has the {Big Mom Pirates} type and your opponent has 6 or more DON!! cards on their field, draw 2 cards. Then, play up to 1 {Big Mom Pirates} type Character card with 6000 to 8000 power from your hand."
PRB02,PRB02-011,Donquixote Doflamingo,character,onPlay,grantKeyword+rest+donFromDeck,,yes,yes,"[Blocker][On Play] If your Leader is multicolored, add up to 1 DON!! card from your DON!! deck and rest it."
PRB02,PRB02-012,Nami,character,onPlay|custom,lookTopDeck+playCard,,,yes,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {Straw Hat Crew} type card other than [Nami] and add it to your hand. Then, place the rest at the bottom of your deck in any order. [Trigger] Play this card."
PRB02,PRB02-013,Gecko Moria,character,onPlay,trash+playCard+giveDon,,yes,yes,"[On Play] If your Leader has the {Thriller Bark Pirates} type, play up to 1 Character card with a cost of 4 or less from your trash rested. Then, give up to 1 rested DON!! card to your Leader or 1 of your Characters."
PRB02,PRB02-014,Sabo,character,custom,modifyCost+trash,,yes,yes,"If you have 15 or more cards in your trash, give this card in your hand −3 cost.[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)"
PRB02,PRB02-015,Shiryu,character,custom|onKO,modifyCost+grantKeyword+ko,,yes,yes,"If your Leader has the {Blackbeard Pirates} type, this Character gains [Blocker] and +4 cost.[On K.O.] If your Leader has the {Blackbeard Pirates} type, K.O. up to 1 of your opponent's Characters with a base cost of 4 or less."
PRB02,PRB02-016,Otama,character,activateMain|custom,modifyPower+rest,yes,,yes,[Activate: Main] You may rest this Character and add 1 card from the top or bottom of your Life cards to your hand: Up to 1 of your Leader or Character cards gains +3000 power during this turn. [Trigger] Rest up to 1 of your opponent's Characters with a cost of 4 or less.
PRB02,PRB02-017,Boa Hancock,character,onPlay|custom,trash+ko,yes,,yes,[On Play] You may trash 1 card with a [Trigger] from your hand: Your opponent's rested Leader or up to 1 of your opponent's Characters other than [Monkey.D.Luffy] cannot attack until the end of your opponent's next End Phase. [Trigger] K.O. up to 1 of your opponent's Characters with a cost of 4 or less.
PRB02,PRB02-018,Portgas.D.Ace,character,onPlay,trash+playCard,,yes,yes,"[On Play] If you have a face-up Life card, play up to 1 [Sabo], [Portgas.D.Ace], or [Monkey.D.Luffy] with a cost of 2 from your hand or trash."
ST01,ST01-002,Usopp,character,whenAttacking|custom,playCard,,,yes,[DON!! x2] [When Attacking] Your opponent cannot activate a [Blocker] Character that has 5000 or more power during this battle. [Trigger] Play this card.
ST01,ST01-005,Jinbe,character,whenAttacking,modifyPower,,,,[DON!! x1] [When Attacking] Up to 1 of your Leader or Character cards other than this card gains +1000 power during this turn.
